term,coefficient
com cor,-0.4515204528900845
de material,-0.4514242482820549
balde,-0.4512238271296611
utilizado,-0.45120990598767075
respostas,-0.45101307413717395
rastreamento do,-0.4509929857078103
muito contente,-0.4509716927408307
loja foi,-0.45081958995914756
tinha ninguém,-0.4504425943299362
sapatos,-0.4504379420850989
de dias,-0.45031746433652187
mas tudo,-0.45023480796702375
mesma loja,-0.45019375076818635
comprar sem,-0.44994459095948114
pedido mas,-0.44989044209891105
mãe,-0.4494973361627876
em outro,-0.449284188543444
pó,-0.4489630269769311
produtos mas,-0.4489276401560647
de fácil,-0.4488680366401719
eu paguei,-0.4487649382731432
produto ou,-0.44857702368781943
trocado,-0.4484278909652186
de 10,-0.44839185543227045
minha cidade,-0.44809566842251797
troca por,-0.44774112391519755
eficiente entrega,-0.44769438877079387
banho,-0.4476240029129373
compro recomendo,-0.44761474639047844
dia previsto,-0.4476121658959769
produto sem,-0.4468327558921971
trata,-0.44652510490528063
falando,-0.4463325334020865
intacto,-0.44625384890386527
uma cadeira,-0.44606990833272875
preta,-0.44561772610359457
eu achei,-0.4453104602878249
recebi super,-0.4452690120470869
algum tempo,-0.4448862310439793
não comprarei,-0.44484719216737817
previsto estou,-0.44476206383717415
com data,-0.44467459750908134
importante,-0.444646874534917
conseguir,-0.4443951318700485
momento nada,-0.44425797748933893
as especificações,-0.44405253509532144
entrega para,-0.44350803371020686
não fica,-0.44349882684559394
minha mercadoria,-0.44326861768972226
compras que,-0.4430441724531442
alguem,-0.4427029056564382
recebi foi,-0.44246455425755965
mas material,-0.4422546732388557
empresa de,-0.4421093173833652
levou,-0.44198191117363106
isto,-0.4418843583362029
torto,-0.44105769892108737
usei produto,-0.44072776026861243
livre,-0.44055897059128724
emails,-0.44032873332947114
prazo achei,-0.4398632800339125
ok com,-0.4397944984403566
horário,-0.4396927543196069
tomada,-0.43928075492491314
não faz,-0.4392076590307518
produtos adquiridos,-0.4388376749239974
problema com,-0.4385886478112083
demonstra,-0.4384943745446714
apresenta,-0.4384910716423933
foto chegou,-0.43840848074290034
dentro dos,-0.4383109494185004
caixa não,-0.43821418473084045
atendeu às,-0.43802008248251184
esperado muito,-0.437698001778687
dormir,-0.43749510521069923
máxima,-0.4374864090356432
foi cumprido,-0.4372994990811033
16,-0.4371249888990477
comprei vários,-0.43693499118241735
do anúncio,-0.4368854087415951
que da,-0.43678992449619697
como sendo,-0.43668379089370185
pra receber,-0.4366783826526811
ainda por,-0.43660004559596693
esperada,-0.43639676723815624
ressalva,-0.4363891142585089
recebi na,-0.4360455457594866
hábil,-0.4360204837547618
tempo hábil,-0.4360204837547618
trocar produto,-0.4359356750556269
produtos entregue,-0.4358396822182561
riscos,-0.4357260380958347
muitos anos,-0.43523094817923347
entregando,-0.43511290826695037
fixa,-0.4350437270723864
status do,-0.43485681526945325
obrigada por,-0.4346731921829947
prato,-0.4346599557328356
mercadoria veio,-0.43449941001964193
indignada,-0.4344883151921873
hd,-0.4340639785739002
fatura,-0.43405529226372763
do valor,-0.43401382214497247
dia 04,-0.4337909284020866
entendo,-0.433428147574424
confirmar,-0.4329688488015347
emissão,-0.43296670488984684
carga,-0.4329199309197471
fazer uma,-0.43284563608881416
cancelamento da,-0.43276118173495387
não dá,-0.43243490586248784
rápidas,-0.431741012016921
entregar no,-0.43147288981426674
veio perfeito,-0.4313339085827005
compromisso com,-0.4310548496398292
talvez,-0.4307707208253596
cliente muito,-0.4305907778231103
de altura,-0.430345536864414
com agilidade,-0.4303295213283505
acabou,-0.4302848630099351
bonitas,-0.4302076571534888
excelente trabalho,-0.4301282588828782
com dias,-0.43006008193657436
parabéns chegou,-0.43001846906019436
que escolhi,-0.42989578746536494
para compras,-0.42974934919509084
pois os,-0.4297324579918391
cor veio,-0.4297000117014438
mp3,-0.42919449799630965
marcada,-0.4291495848265792
data marcada,-0.4291495848265792
pelo valor,-0.42910216401298906
motivo de,-0.4287096199227599
prazo obrigado,-0.42844580424641504
compradas,-0.4282756726336239
agora só,-0.4280427701019409
para usar,-0.4277802136999976
culpa do,-0.42751521608243054
urgencia,-0.42747057726292065
de tempo,-0.42730408410290316
produto nem,-0.42715070263830823
pedido não,-0.4271255570577643
bem com,-0.426935570585664
sair,-0.4265896251540341
estranho,-0.4259607218116843
eu sempre,-0.4257862706812281
as lojas,-0.4256434345370887
visto que,-0.42547466126918326
fiscal com,-0.42522332193769313
satisfeita entrega,-0.4251311320307818
bom dentro,-0.42467874887109636
smartphone,-0.4244049198283146
mais ou,-0.4239736449236141
ou menos,-0.4239736449236141
posicionamento,-0.42388532957507963
em dois,-0.4237193158111212
eu vi,-0.4233750323340773
testei produto,-0.42337083080287974
chegue,-0.42266249146714635
adesivos,-0.42243096980104583
fita,-0.4218528429927488
cumpriu com,-0.42169677300983344
com detalhes,-0.4209737390243546
real,-0.42092833178381306
está no,-0.4208788021039828
se encontra,-0.42083058578112814
de banho,-0.420663575224257
controle remoto,-0.4204516725420621
continue assim,-0.42035970365282505
eu tinha,-0.41993730169610916
através,-0.4199370780302854
pensando,-0.41989441170723685
som,-0.4194966936064352
condições dentro,-0.4194374166576559
do serviço,-0.4192593357385839
prazo mto,-0.41921606612166595
liguei para,-0.4191626622334414
entrega com,-0.4190968563370818
computador,-0.4190597095832468
uma parte,-0.41893238851877507
profissionais,-0.4187958150380529
no status,-0.4186970086719857
dificultando,-0.4183441746218865
ainda com,-0.4182623701712999
data produto,-0.4181895354519321
similar,-0.41765814729949824
características,-0.4173888858165812
incorreto,-0.4173303216207735
ainda mais,-0.41713217540770103
ainda mas,-0.41702899218612677
mês que,-0.41685768294807307
paguei um,-0.41640579244518755
continuo aguardando,-0.4163179522829337
loja sim,-0.41611497907584805
compro na,-0.4159188388004007
mostrado no,-0.4157995155481015
com este,-0.4157962577210939
que um,-0.4156281323147273
colchão,-0.41545187182624377
dia 18,-0.41463966140865777
direitinho antes,-0.41447760685700985
que devolver,-0.41431575027764755
problema na,-0.41424456736706095
banco,-0.41376324664902003
comum,-0.41372510211350355
para as,-0.4136140010181496
embalado sem,-0.4134259623248407
obrigada pela,-0.41293754954311507
frasco,-0.41290056914734485
varão,-0.41285806339141534
estante,-0.4126469671612985
contato da,-0.4125268673509264
no sistema,-0.4121923019496842
questão de,-0.4121639087453736
que vocês,-0.4120992799383727
indica,-0.4119251517963455
parece muito,-0.4113946061273559
com fornecedor,-0.4112310914303516
uma mochila,-0.41110446992523525
correto,-0.4111020069644559
separado,-0.4109227275980213
tempo em,-0.4105877397589913
competente,-0.41050064796024766
stark não,-0.41049968202445014
os pelos,-0.41044269398604005
originais,-0.4101113981203444
19,-0.40989506330029707
rápida do,-0.4098308342589673
graça,-0.4090827188595233
chegada,-0.40900546255584
bem diferente,-0.4088772669112977
produtos ainda,-0.40887458780786373
correu tudo,-0.40865063525631334
estou bem,-0.40864862847555217
comprei nas,-0.4085734766417842
resolveu,-0.40834288553149595
não esta,-0.40821547837174266
sinais,-0.4080084939656638
parabéns produto,-0.4079041515075065
veio somente,-0.4078117119296174
pela pontualidade,-0.4073872349531894
no centro,-0.4072468193361833
preciso devolver,-0.4070644237932637
problema recomendo,-0.4070356350223925
entregue ainda,-0.4070233392659727
produto ter,-0.4067930247604224
mas meu,-0.40662230722714543
esteja,-0.40648458887442357
momento nao,-0.4063092720635264
os seus,-0.40627761371345783
entregaram somente,-0.4062417472652609
esses,-0.4057036764276079
que material,-0.40562550941726055
otimo atendimento,-0.40548096675873924
as imagens,-0.4053276167509671
de melhor,-0.405302911341176
comprei três,-0.4052930477674699
não serviu,-0.4052539758010414
pretendo comprar,-0.40495353729758254
que com,-0.4049263331954898
um tempo,-0.40488124041967316
ele não,-0.40471862682356485
capas,-0.4046396152984727
em greve,-0.4045595011885795
uma nota,-0.40452384414333237
comprada,-0.40444961847316835
boa mas,-0.4044306564585671
previsto obrigada,-0.40435428056798406
os itens,-0.40430183719472007
não ser,-0.40429193895065074
estou usando,-0.4042452474230331
do atendimento,-0.4039947267488646
ao stark,-0.4039391367156323
nossa,-0.4037254288308181
enviassem,-0.40347023742142285
vendedores,-0.40297315523181904
certo dentro,-0.40266451388043856
esperando uma,-0.40265069301563416
referente,-0.4026201389882222
do segundo,-0.40257099179386546
qualidade veio,-0.4024062344433362
correto estou,-0.4023573301404231
posso dizer,-0.4018463745424148
pedido em,-0.40122595139899647
rápido na,-0.4012131153675583
de cor,-0.40110640024315974
amigo,-0.4010423193623984
acontecido,-0.40085123327326067
fretes,-0.40058609453072086
para colocar,-0.39997871848975874
compro mais,-0.39969406273971647
todos do,-0.3993069171260692
produtos foi,-0.39922171888776725
agencia,-0.3991314656796329
lannister nunca,-0.39885193841806643
um pouquinho,-0.39847271253112543
quente,-0.39840524281586026
pouquinho,-0.3983427829362881
prazo obrigada,-0.39759826806059817
produto gostaria,-0.39745425939088314
tirando,-0.39729415091951525
casa não,-0.3972755926595004
com anúncio,-0.39723547078454285
de resto,-0.3971137258390383
produto vou,-0.39672806311897696
frete de,-0.39646697681282833
sempre produto,-0.3962898269936268
prateleira,-0.39619611173149905
única coisa,-0.3958591557888218
somente 01,-0.3957434392057691
produto obrigada,-0.39573888938903706
tampa de,-0.39563743188181866
frágeis,-0.39553739351557443
dia 28,-0.3952314871786439
comprem,-0.3951358059249571
cancelada,-0.3950714340818181
de troca,-0.3950667947817181
11 dias,-0.39505777175504675
produto tive,-0.3949832424170281
mas eu,-0.394955472811229
lannister está,-0.3948892788049367
um plástico,-0.39480196979200954
sem danos,-0.39466331817445305
direto,-0.3945037919718018
recebi dois,-0.3942345193671687
lannister estou,-0.39423337782955825
prazo mais,-0.39423300194531175
atendimento prazo,-0.3938971011080129
com qualidade,-0.3938516532886067
seus parceiros,-0.3934601610581915
descaso,-0.3931571745916373
pelo menos,-0.39297635369260064
gostei porque,-0.3929610722408564
prazo entretanto,-0.39282033069510514
atendimento foi,-0.39266537926838585
insatisfeita com,-0.39260407770585853
de minha,-0.392591125938465
qualidade super,-0.3925539724729535
quê,-0.39242409239312404
amo comprar,-0.392135156935662
certo eu,-0.3919929652396125
horrivel,-0.39184197419674055
07 2017,-0.39169440121803883
plásticos,-0.39157311744938567
entregue pela,-0.39156083775884787
posição da,-0.39072648326059795
aguardar,-0.3907079374088066
no procon,-0.3903875931050804
ficamos,-0.38948959588401266
prazo só,-0.38904306683115997
parabenizo,-0.38902155486398604
correspondente,-0.3888367746663123
dia chegou,-0.3885882347042138
tive de,-0.38852036643898036
correu bem,-0.3881545410061273
atendida produto,-0.3879558345839199
tivemos,-0.38792871613108215
foi rapida,-0.3871899385126738
duvida,-0.387179203821613
conferi,-0.38706199966410026
tinha que,-0.3867810947944949
empresa que,-0.38670552364524086
qualidade só,-0.3866452155779858
tenho um,-0.38650590237799226
líquido,-0.3865019026507348
de colocar,-0.38647715919583236
previsto parabéns,-0.3863213845869133
pressa,-0.3862897649055238
ter pago,-0.3862821773742486
produto comprei,-0.3861527760105722
certo mas,-0.38614535896789187
pipoca,-0.38605208101712885
para trocar,-0.3858480802596787
da mochila,-0.38569327531106407
um contato,-0.3855259867604782
lojista,-0.3854443413383585
panos de,-0.3851962363032405
sequer,-0.3848474833731107
está dentro,-0.38484067696937135
veio direitinho,-0.38483944599058967
velocidade,-0.38482784536354003
de respeito,-0.38475631298342555
realizada com,-0.38461436150550216
ouvido,-0.38410369259291044
de ouvido,-0.38410369259291044
produtos não,-0.3840241830724323
produto chego,-0.38386361170213
igual que,-0.38357909864438167
na agencia,-0.3832716394190924
pedido produto,-0.3831583359148002
ligado,-0.38287015227909516
porém mesmo,-0.38283923463982594
responsavel,-0.3826228590363456
palavras,-0.38197728987627805
rápida porém,-0.3819650130864023
confere com,-0.3819623286180993
não dou,-0.38179522390493764
nao veio,-0.38177496432322516
que parece,-0.38156333280227744
início,-0.3815154185196531
tive nenhum,-0.3811924209478425
difícil de,-0.3811033710075798
cabos,-0.38099355768975546
foi usado,-0.38025554762727054
conta do,-0.3802477406742349
muito diferente,-0.38005791683715856
vir com,-0.37992092878401035
sempre chega,-0.3799102805706427
malha,-0.37989186909944617
loja lannister,-0.3798331836837384
loja parceira,-0.379705381267231
aparelhos,-0.379602576161353
era mais,-0.3795445139427967
um brinde,-0.37942753161368103
ia,-0.379383803433663
de trocar,-0.37937822485961237
mensagem,-0.37919607108335496
motor,-0.3791795306019606
resposta da,-0.3791505843836995
relogios,-0.3789411017628009
realizei compra,-0.37887923524681116
qualidade ruim,-0.3786703767064056
23,-0.3786059612132194
cinco,-0.3784989056589281
era até,-0.3782884062163844
sites,-0.3776383354470504
mercadoria foi,-0.37762879592900395
pós,-0.37728744382841795
original,-0.37717705237887483
faço para,-0.3770798683516844
era bem,-0.3770123556222606
resultados,-0.3767985454003497
um problema,-0.37666784672620374
deixaram,-0.37611201716110343
várias vezes,-0.37604996259470774
tudo tranquilo,-0.3757758793230389
uma qualidade,-0.37561596767892175
so foi,-0.3750541391983242
voltar,-0.3749194368995
mas me,-0.37475327816018605
agora estou,-0.37467238153485555
solicitando,-0.3745751063295852
de três,-0.37427486864417464
entrega pois,-0.37417810813142777
sempre recebo,-0.3741461010629308
embalagem não,-0.37394245240781115
sem manual,-0.37329294448723205
apaixonada,-0.3732598441220662
do fornecedor,-0.37308863362134415
firme,-0.37305651341711177
praticamente,-0.37276543142534035
outro modelo,-0.37267339805203425
lannister como,-0.3721867851404755
na venda,-0.3720915326011901
está na,-0.3720409778768264
acordado,-0.37202208990846086
respeito com,-0.3710775775951475
entregue somente,-0.3710688236830946
comprar novamente,-0.3710561733481533
confiável entrega,-0.3708007104148777
esperava produto,-0.3707157028979079
avisando,-0.37056279401216774
em ter,-0.3701233252963796
só acho,-0.3700052712614246
vou usar,-0.3697366447055982
parceria,-0.36953057252220467
tarde recebi,-0.3694228880320878
do processo,-0.36941478201227906
algumas partes,-0.36930097860710015
mochila linda,-0.3692312512384845
mais bonita,-0.3689777769270345
estou insatisfeito,-0.3688309741539445
os que,-0.36831494152638905
um porém,-0.36824718964332875
momento estou,-0.3674270114496249
veio rosa,-0.3668420778368441
amarela,-0.36670380274371533
bom qualidade,-0.3665382692975869
em meu,-0.366503182759075
seca,-0.36606906194392796
bom muito,-0.36583701213694625
transcorreu,-0.36549555022612384
quantidade de,-0.365319061814379
haver,-0.3651424921845798
eu acho,-0.36482844197001446
produtos iguais,-0.36468992321985877
deveriam ser,-0.364439264184589
mas mesmo,-0.36441449804441867
porém quando,-0.3640455757816325
dei estrelas,-0.3635828898220463
que são,-0.36349556560617374
embalado tudo,-0.36347727781968475
vcs foram,-0.3623865487458445
sábado,-0.3621269864176588
comprei não,-0.3620701236998689
panelas,-0.36199242102866214
equipe da,-0.36193340797635676
exatamente igual,-0.3618957970915587
anterior,-0.3615647333872066
sempre foi,-0.36141997722502045
zíper,-0.36139532806945135
carrega,-0.36097051037509215
dia depois,-0.3609432713831378
fazer devolução,-0.3608562459593586
de distribuição,-0.3607944559535562
distribuição,-0.3607944559535562
espuma,-0.36058512604678045
dia 25,-0.3603652682039688
09 2017,-0.36010916809199933
vieram com,-0.3599353392724194
recebemos produto,-0.3598819264129345
como não,-0.3593318074784403
produto porque,-0.3590607829819797
otimo custo,-0.35862493934541884
de se,-0.3584823029979614
tesoura,-0.3584262796124684
correios pois,-0.3582123773267447
ter feito,-0.35819119790862153
residencia,-0.3581139653122354
da pra,-0.3579746058343365
se realmente,-0.35781029759295285
como avaliar,-0.35733401075035387
ferrugem,-0.35727307241610384
minha residencia,-0.35724021389834554
produto sim,-0.35698561460802436
com mercadoria,-0.35697597522850666
duas luminárias,-0.3567981735140495
modelo que,-0.3566426462857593
problemas na,-0.35652413697089697
testei ainda,-0.35627236714881466
sempre recebi,-0.3561459459778073
estava na,-0.35612149275202715
não corresponde,-0.3560641996803735
de novo,-0.3559660478423715
rápida mas,-0.35579951434657797
pedir,-0.35528733129651335
loja com,-0.3549428640255789
com tudo,-0.354879946444987
reclamei,-0.3548439010754419
demorou de,-0.35481006951271526
desde compra,-0.3547795006009024
11 2017,-0.35463995726781505
atendimento com,-0.3545232584065274
embalados,-0.35435741612008015
inclusive,-0.35402282709645677
quebrado não,-0.3536715205816347
de couro,-0.3535480917416308
aconselho,-0.35335320162611955
continua,-0.3531789234847837
ou não,-0.3531313805152247
agora nao,-0.35293368749594334
perceber,-0.35279391392446696
antes mesmo,-0.3527517909235859
temperatura,-0.3526423580081043
para ter,-0.35243680281890394
nao consigo,-0.3522120020742335
achei frete,-0.35180886626543634
tempo para,-0.3517960358796247
grosso,-0.35175889458388576
bem leve,-0.35162094164473784
duas vezes,-0.3516202196671666
era um,-0.35155980086769434
fazem,-0.3513876780575637
para efetuar,-0.35137740244474747
troca mas,-0.3511116439635504
minhas amigas,-0.3507140181766353
pois era,-0.35054298676319323
ter comprado,-0.35021287579764826
de produto,-0.3501622614923693
no último,-0.3500629328776357
comprei junto,-0.35005521794602645
para não,-0.34947404863201453
26,-0.3494539142479478
pelo frete,-0.3487201575469788
vender,-0.3484280537375451
data combinada,-0.34834947052106824
combinada,-0.34834947052106824
aguardo contato,-0.34823118929945124
para qualquer,-0.34814509090856216
outra loja,-0.34783427783978993
as tesouras,-0.3473969502848393
com tampa,-0.3470702486296776
falaram que,-0.3468108586233773
eu adorei,-0.3468095320109591
plástico não,-0.3464839522053172
um único,-0.34640948050534176
27,-0.34639469507251813
outras lojas,-0.34597888204854527
falaram,-0.34540839110046523
nenhuma resposta,-0.34517434647563516
encaixa,-0.34436113186256706
região,-0.3442602742507705
anunciado recomendo,-0.34416853804683895
preço do,-0.3439075851765346
explicado,-0.3438252665645731
tarde produto,-0.34381725617674824
aguardo de,-0.34377980756108245
tratar,-0.34365267919011677
se tratar,-0.34365267919011677
dia não,-0.3435760359033896
número do,-0.3435683491593143
energia,-0.3433461535273286
mail para,-0.3433429176693858
caixa mas,-0.3433161351984616
esperava chegou,-0.34321994509663617
devolucao,-0.34321019828333427
impressionada,-0.34317244956534293
de crédito,-0.3431711383602063
comunicação,-0.3430871623231488
quando eu,-0.34294172679088253
quando comprei,-0.34290788966317304
lannister por,-0.34265469108987634
suportes,-0.34222222483653286
português,-0.34218636372454225
em português,-0.34218636372454225
um pacote,-0.342123386285638
reclamações,-0.34197478696136147
tratar de,-0.3419616789090021
tamanho da,-0.3419567334868678
que vem,-0.34172241636984496
de entregar,-0.34170835609505246
mas fiquei,-0.341499752111034
realidade,-0.34115825095843144
papelão,-0.340796392741022
nada estou,-0.3407496869556145
com ele,-0.3407456453126837
kits de,-0.34050716685875587
que tenho,-0.3402271061142369
de vcs,-0.34004128902295216
compra feita,-0.33986908328296056
do anunciado,-0.3397944246476465
ela não,-0.3397292183714464
bolinhas,-0.33966791387965234
entregue incompleto,-0.3394652581739574
problema produto,-0.3393058860890881
minha mãe,-0.33929393362394444
contra,-0.33910738955943887
com elástico,-0.33893065919031945
aparenta,-0.33888917013348435
previsto de,-0.33858366150442887
obs,-0.3385284627888464
que havia,-0.33790820879823
informou,-0.3377956872071628
esperava mas,-0.3376510185794436
primeiros,-0.33755305244982253
que mercadoria,-0.3375315778103426
cabo de,-0.33720771049499226
copo,-0.3370544629124303
pra fazer,-0.33697216989230333
escolha,-0.3364531257957394
infelizmente não,-0.3362926096876946
recomendo ninguém,-0.33626315738302504
para eu,-0.3362188430886168
aliás,-0.33599619198853403
para presente,-0.33594895573434147
na realidade,-0.3357438895205746
produto acredito,-0.33558185877313107
né,-0.3354107792294148
capa que,-0.33534317468619596
entregue porém,-0.3348064574621877
loja estou,-0.33473397922792997
oi,-0.33471229599649444
agência dos,-0.33446460469832157
principal,-0.33438970280722297
cetim,-0.3341720039325033
dourada,-0.33388098995977517
app,-0.33386812807160005
que pagar,-0.3337327716821259
quanto entrega,-0.33327344391737246
falta um,-0.3327738346927376
protetora,-0.33252042359183454
pois veio,-0.3324724807782196
poderiam ser,-0.3324428255757276
tamanho excelente,-0.3324043511363932
dias chegou,-0.3318240912376065
excelente em,-0.33153216095957583
controles,-0.3314537630421994
se fosse,-0.3312322671413073
veio faltando,-0.33121924663862595
pela primeira,-0.3309126926634068
resolver meu,-0.33090339274808633
alguém,-0.33086974322569845
tirei,-0.3299089940975913
abri uma,-0.32962293997561354
obtive nenhuma,-0.32945175842974195
está sendo,-0.32928215448909537
uma demora,-0.3291072245241354
sempre me,-0.32891977076577084
tinha sido,-0.3287983271137006
melhor qualidade,-0.3286499463225891
comprei itens,-0.328581229914987
retorno urgente,-0.3283921566914523
entrega estou,-0.32823058036558905
compra não,-0.328222217004863
com isso,-0.32811657695666946
que comprar,-0.3281058750791242
tipo de,-0.32795457991196864
guardar,-0.3275445826527501
produto adquirido,-0.32750874550434983
gostaria que,-0.3273947460484857
nao funciona,-0.3269065820321881
entregue pelos,-0.32666538816000495
mais rapido,-0.32659963806084513
vi na,-0.3265392205718631
me enviou,-0.3263571252097855
vou receber,-0.32595491951180244
fim do,-0.32594296326433286
resolvi,-0.3256795371784746
sem retorno,-0.32559510720127893
dia que,-0.3255619855217793
pelo baratheon,-0.3253776476178567
da cama,-0.32531853537767846
tdo,-0.3251354679512332
fui atendida,-0.32492463184907144
informar que,-0.32473283914391077
por esse,-0.3244827451386453
eles me,-0.32409514044123133
insatisfeito com,-0.3239127704355094
bom obrigado,-0.32376358117260695
foi aprovado,-0.32367593833510117
veio menor,-0.3235985971218041
lençóis,-0.32353992307798995
veio amassada,-0.32304169745597167
certo só,-0.32297052011113675
teste,-0.32288902328382907
protetor,-0.32210007066348834
medidas não,-0.3219405758429197
encaminhado,-0.32170104674407113
exemplo,-0.3216221168210782
negativo,-0.3215945211236757
emitida,-0.321394000209291
sabe,-0.32106045649320103
como descrito,-0.3206485138448373
zenfone,-0.32061284861966133
tinham,-0.3206090620999003
moro,-0.32030467792343575
que poderia,-0.320165006739479
como os,-0.32012426135468774
decoração,-0.32004389917349385
previsto com,-0.3197710097522993
foi enviada,-0.31972663582043725
tinha um,-0.31960250033776894
bicicleta,-0.3195696579997451
apresentado,-0.31953570334453896
chinês,-0.3192984571332425
uma vez,-0.31924876681878683
loja tudo,-0.319223605805818
sem problema,-0.3191669974439928
estarei,-0.31900783238242686
películas,-0.31898069619787867
mas nada,-0.31897373067194207
pode ser,-0.3188588919425151
não me,-0.31875240483077943
site super,-0.3183105822511172
adequada,-0.3182721763541955
no brasil,-0.31753155780181785
gostando,-0.3174802936532195
encaixam,-0.31690186195562287
saco,-0.3163954633456586
sinais de,-0.31624416077555023
no sábado,-0.3156493285610365
recebi até,-0.3156307075031884
reforçada,-0.3155216623465524
que minha,-0.3153765409009673
estado bem,-0.31532435503161976
vergonha,-0.3153179124353068
que solicitei,-0.31531430246977005
stark nunca,-0.3150874004528461
isso estou,-0.314510075254194
saia,-0.31445847321885384
para correio,-0.31440389328402774
de frete,-0.3142090685954763
comprar pelo,-0.3142045112302123
seria mais,-0.31418305137124547
pela lannister,-0.314004722849215
targaryen não,-0.3137974638357549
fotos do,-0.3133974545936714
rápido possível,-0.31296129032250597
mandaram outro,-0.31269698112374095
assim mesmo,-0.31269563710216686
em partes,-0.312129304362179
ventilador,-0.3119650574001635
aconteceu com,-0.3118660333816519
retirar na,-0.3117735841571467
problemas em,-0.3114598449148302
fecha,-0.3113981930289011
buscar na,-0.3107670451643454
de atendimento,-0.31024106814775376
com outro,-0.31006291658387497
família,-0.30981767808143956
fiquei na,-0.30974998544437626
prazo em,-0.30969109851544174
semana de,-0.3096845485502701
capacete,-0.3096294053649903
coloca,-0.30956812843774234
separados,-0.30948687287057447
mesmo do,-0.30857734776546736
não recebo,-0.308391785336448
um foi,-0.3083306026320181
razão,-0.30831262470457127
sinto,-0.3082541775870861
massageador,-0.30824642638028893
prazo máximo,-0.307987490094377
empresa para,-0.30766199706663516
agora vou,-0.30748840069351796
dia 24,-0.30748430547285577
tamanho do,-0.30743302134701267
dia 26,-0.30735296584652605
valor do,-0.3071617871835445
infelizmente produto,-0.3071163940339362
tao,-0.3063283685740974
com problemas,-0.3061679074526069
90,-0.3057416441586612
que falta,-0.3054766729244636
unidade,-0.3054153825590588
andamento,-0.3050425261544117
embalagem de,-0.30498926069222154
errado não,-0.30485162598599336
entregues antes,-0.3047375111660162
estava,-0.3046087609193049
só falta,-0.30437762032821897
soubesse,-0.30422343678754227
funciona perfeitamente,-0.3040891494843978
que esteja,-0.3039511344086182
me sinto,-0.30390695581948557
preocupada,-0.30350770947435984
as informações,-0.3033757973661309
com lannister,-0.30324459738397985
por não,-0.3027880916194845
ajustar,-0.30274184673304494
par,-0.3027168303115135
marido,-0.3024677259305063
meu marido,-0.3024677259305063
vazou,-0.30231066038297294
produto embalado,-0.30224296629036673
solicitei cancelamento,-0.3018418269073769
fabricação,-0.30165213957521536
que posso,-0.30151971174390696
esta em,-0.3014753490855351
enviar produto,-0.3012759722381977
mais claro,-0.30118580197243794
que teria,-0.30111233759819
entrega veio,-0.300931573202504
as,-0.3004527868736215
informações do,-0.3003229783541283
04 2017,-0.3001682936071853
surpreendi,-0.30014542937920974
informaram,-0.29987269362591545
uma nova,-0.29985370090488345
não encaixa,-0.2994526851575846
ir no,-0.2992919742422063
marca que,-0.2990641545326515
disse,-0.2985919286290477
chegou dias,-0.2985765900221137
fonte,-0.29846524207744835
delas,-0.2984513866341338
ao prazo,-0.29839650449411864
de unidades,-0.297908353366325
uma mercadoria,-0.2976414351148005
so que,-0.29741375184752994
confiabilidade,-0.29726594745177726
preço de,-0.2961733251040313
lateral,-0.2955887862046517
uma carta,-0.29540464070309064
dia 17,-0.29540347577813525
2017 não,-0.2953095573703616
por fora,-0.29515461411614663
violada,-0.2949165510724512
prometida,-0.29445361535362224
correio para,-0.29443492537555965
do mundo,-0.2941175634370784
dão,-0.29405902518487803
vieram apenas,-0.29355502255385413
correio mas,-0.29352563269625853
farei outras,-0.2933001120607984
foi solicitado,-0.2932527923247958
foram entregue,-0.29322058002806495
carta,-0.29310158950986415
disse que,-0.29307446609651033
de cada,-0.2929988885753249
de validade,-0.2929275423339929
mais ainda,-0.29266131826027125
entrega na,-0.29252502780604633
conforme esperado,-0.2925043312657653
tive ir,-0.29248970475206254
foi para,-0.2924004615905319
faixa,-0.2922429363870698
fala,-0.2920289377232301
central,-0.2919627374292752
erradas,-0.29184301478243
comprometida com,-0.2916932995051795
comprometida,-0.2916932995051795
foi cobrado,-0.29166902017107765
loja está,-0.2908093651651447
nada ver,-0.29070887374091564
chegou apenas,-0.29067132705742266
somente uma,-0.2905446416851778
correio mais,-0.29048970649967687
incrível,-0.29040481016617675
ficaram,-0.29030492639563754
mas isso,-0.2902896347601116
chato,-0.29026986013565687
pela agilidade,-0.2902408886543078
aguardando contato,-0.290028717321741
correto sem,-0.29002673939282664
foto de,-0.28973536878523376
os meus,-0.28958272262696905
só com,-0.2892792255537163
se quer,-0.28912457834941535
colar,-0.2889812266585284
no manual,-0.2887937783186644
portanto não,-0.2887734961234961
perdi,-0.2882794717295126
comprei na,-0.2881980665992048
cobrar,-0.288145194469915
efetuada antes,-0.28798327687809855
mesmo da,-0.28765274110602695
terça,-0.28734744176060373
indicaria,-0.28732570916918276
lannister uma,-0.2871969700379948
só tive,-0.28709694371240657
mercadoria não,-0.2868190612887128
loja cumpriu,-0.286791588690251
comprar produto,-0.28643080247713976
mesmo com,-0.28641321639472694
filho amou,-0.28631850355959915
eu tenho,-0.2862778954522211
paga,-0.2861238778861814
que ser,-0.28608470431912925
caixa com,-0.28597846945545313
cancelamento do,-0.2858816816442086
comprei em,-0.28574270406865004
foi minha,-0.2856365100239361
nao posso,-0.2856100889706798
uma posição,-0.28541944087010435
uma empresa,-0.28520002312079756
preciso da,-0.28397952935505805
sorte,-0.2835736395483282
azul veio,-0.2833373824939499
exijo,-0.283285645584055
